params,params,params,params,values,values,values,values,user_attrs
discriminator_steps,epochs,lr,weight_decay,JSD,PCD,PS,WD,file_path
1,1780,0.00011946079389244734,1.8686501745328425e-05,0.12810666954992517,1.6051265776346582,0.07692486833690347,0.05592625962275974,../../models/hcvdata/CTGAN/340f39920479c2a8967d9a6195a5c29104c0433e286aa075dd7f667383064426.pth
1,1020,2.2003369218767857e-05,2.0906200996117265e-06,0.11130795805951596,2.0972452250757505,0.045898376716061055,0.031288998480334,../../models/hcvdata/CTGAN/1fefc4ffa4dc14d29628d68172451e82c45c0f0975a9de9a725b52931382000c.pth
4,1650,0.00019806159044981786,4.134653232070555e-06,0.11531532804865746,1.1362444841060346,0.06428640554381647,0.030972793108621707,../../models/hcvdata/CTGAN/be2c01af39bf46690f15abf80f92e80eb319abbb9d37d933abc41b5b17621d3d.pth
5,660,1.4594476582689546e-05,0.0004159823656414536,0.10634807709095717,2.164436994669207,0.024617399831272802,0.024073825264244907,../../models/hcvdata/CTGAN/a612bb7ddce2c54e7c9e0ccd4094a0bea15fddfef4a51d61a0ff87463457507a.pth
1,1450,0.0061375855678468885,2.6789595325948352e-05,0.10590977517907017,2.1576471036432205,0.028740303214668236,0.05801077021863219,../../models/hcvdata/CTGAN/65a5ed5d6ced0f5dc68f029aee83f4ddd3296a90f22c02b7abb58fd76688a0f5.pth
5,590,1.4781496065824506e-05,6.014595880198739e-05,0.11459011254884666,2.1205411964424283,0.026850291104305382,0.026538726808745406,../../models/hcvdata/CTGAN/7d80a0d1effcc6e7e03de80dfd35bd322f180b368a85ccfa3f5b56093078e24a.pth
1,370,0.00362840503547672,1.0509723594931482e-07,0.13225461401047295,2.4062808177429282,0.03890485350116264,0.1067065781916909,../../models/hcvdata/CTGAN/9e0546aadd6bd19fcd2c2a702fb93c5905aca5c908f5ddf55cd28d2dc1afa688.pth
1,1800,0.0003572966859288476,1.1505668820054587e-06,0.1536313808412501,1.8107985369109547,0.05604530257128616,0.03464973001624921,../../models/hcvdata/CTGAN/feded9c3c06c4926e1387b9c7412aa732258bc4be5edf72a814809680a85731c.pth
4,780,0.0007770294667215705,3.2877492172719116e-06,0.12991539888957207,1.6271070600440103,0.08120354499608068,0.03550867148761277,../../models/hcvdata/CTGAN/456b095f26e6b08aad64351fac8268295cb5a1b0f1ae452e486ed636d4d44e73.pth
4,1950,1.4594476582689546e-05,1.1505668820054587e-06,0.10186152557068483,1.9821181956752068,0.03054846819479747,0.031067652301947656,../../models/hcvdata/CTGAN/3f707c99961bb23281d63e433060f2acd98bca0bb0d513943db7b28c04a33a75.pth
5,420,0.006863117190184364,9.476962007259227e-06,0.10933758543460882,2.0053560085134334,0.028998967799774338,0.059662519795247775,../../models/hcvdata/CTGAN/5c6a2edd535a8bb893a49731a51f39fa06b0a2dce6021e7cf21b25e88c232089.pth
4,1990,0.001281856971656417,1.7120722005379347e-05,0.10859596986697753,1.6766382217387301,0.02843556355297983,0.022419680891200024,../../models/hcvdata/CTGAN/989c70cdcd5a2371f85f321cc09784edc9243d65e32ad2c8ec8b393c20456613.pth
4,1790,0.003968713462661026,1.5250760307744601e-06,0.11399422810221022,1.6188845043700812,0.02403500882150105,0.0416713649953246,../../models/hcvdata/CTGAN/f613c6aceaf575aa766ff949714cbf5328a65721ecc79256f43c2c0fea680998.pth
3,1950,0.0014460182220449227,2.292594775662668e-07,0.11238148203994965,1.3660800460057052,0.026912859498894874,0.02964582427277972,../../models/hcvdata/CTGAN/214ae47f8db31ff3212140ca7b5e8ad5fc6fdcb81c787a18f5ed2ee6c3a5827d.pth
5,1170,0.0007770294667215705,1.2001584632410086e-06,0.11438894223103549,1.4496976230667566,0.06799579600687232,0.028327251278059608,../../models/hcvdata/CTGAN/775c7b8ede8b95222d68aa63ceb6d63fc9e12c0ae05942e0f23f47bbef3e4a05.pth
1,1140,5.765102258079528e-05,1.8686501745328425e-05,0.1125738557075266,2.2944165202441367,0.08596189042359315,0.040680513083292784,../../models/hcvdata/CTGAN/c7be70c794999fdc99943727d6d4e46a477bbb9a275f0e012b325b785bded0d5.pth
1,350,6.519477185717529e-05,3.3991673100262426e-06,0.10339711555503414,2.2724069260244235,0.10000022408882973,0.05086123103349931,../../models/hcvdata/CTGAN/779d8f2e4b653a9f4915e5472850d2d323233666050335abbb0d58152e9a4624.pth
1,1050,0.00800593064551969,1.304591073293801e-05,0.10422914385464192,2.1907582224466773,0.0282964148332044,0.07023566985924865,../../models/hcvdata/CTGAN/6b42bfdaaeb3bad5cc04e3fb824383956a10325d38604ace5a849a70bd3cc5ff.pth
1,450,0.00027778099735563795,1.0326490390866968e-07,0.11555520264121259,2.1193950914167403,0.2017380379916435,0.07113274954587262,../../models/hcvdata/CTGAN/085afb36088710961e1ae908ddd26a891adca66bdf66f906c6484d22424c255f.pth
1,1350,4.28844383803202e-05,4.077805507944042e-07,0.0962777432701276,1.9436116939239145,0.04714856213747696,0.04073927182454615,../../models/hcvdata/CTGAN/e890f83f45a31a1c8cc690d665e5943b7de6bff2112a2cba623c0fdcc1f34d6c.pth
4,1800,0.00012161662663505772,2.865387190195317e-05,0.11138477675463375,1.3837383327146127,0.04882318439203199,0.029792455511557903,../../models/hcvdata/CTGAN/a976c4a4e603ac1e9e5850a123d61dc870c171068c1a4b41bf182e919e1067b5.pth
2,1970,0.0018019949601247732,2.3419599700518292e-07,0.11550213968223752,1.2949932381821851,0.023446044885488883,0.0280657602638944,../../models/hcvdata/CTGAN/ddb0fcb1b0fad66070729c4f22338fe47b2d1e2ab7f0039c9a72b5374af489d7.pth
2,1670,0.0005884284274185078,0.0001185661896593186,0.12674258381820355,1.4294901998315692,0.0741711184734037,0.03656742050217355,../../models/hcvdata/CTGAN/5acb2e34680a7b72de4a72ff5f39a384dae7ad5da7ba1a782ee383ab69cab528.pth
2,1600,0.0018019949601247732,2.3419599700518292e-07,0.1078549756151162,1.5955729573742543,0.03260612594724713,0.03212340401429753,../../models/hcvdata/CTGAN/f4e4e6151cb2191c4f5dd89e8498a8e9a744401b73aae4d0bb6f91758c3e45f5.pth
5,1670,0.00011470431931913337,1.5457097240717775e-05,0.11361071089807996,1.404967769364148,0.05108462076955938,0.03492280449856409,../../models/hcvdata/CTGAN/feec2831a53f27b667ca2f005d660a37c83e8bd14e9c3da99956de0663efe740.pth
2,470,0.004750422882803783,9.376469413486654e-07,0.11978006929043919,2.3834218180431392,0.03673003789336106,0.034766205879630994,../../models/hcvdata/CTGAN/f254eb22bea711fb6b6be6c0db97571d0263399865181f4384b8ca5d0b6685fa.pth
4,1650,0.00019806159044981786,1.1108079269933879e-07,0.11845861929355703,1.2145004387727059,0.04526683665084602,0.03130673507791079,../../models/hcvdata/CTGAN/6cc76838cbad1ab60fa85de77e35a70d6c6c9e7cb794981e3cb23db0698a117e.pth
2,390,0.00042989964348180427,1.4179168140523801e-06,0.11212233195218163,2.30668590919954,0.08155143782682049,0.06738974067325125,../../models/hcvdata/CTGAN/8cb1e2028bdbc2652462e43b45c85950e3eff0be3b39ab134eed4ec8728a085c.pth
4,880,0.007837650943215984,6.707716169780411e-05,0.10606654376383097,2.0674830964505473,0.029407363540077374,0.07579991179895701,../../models/hcvdata/CTGAN/84450b8b387d5ea82aa66fcf55fdc89af805d6bb25e92926492eb0bf1bb72b64.pth
5,1800,1.0044266201093973e-05,2.0376873048048897e-05,0.1039077608956602,2.2081984812530404,0.022276308716460563,0.021393173043665652,../../models/hcvdata/CTGAN/d276f18afdf880fcb05cd40ea667955e2b90c466c19e7a5915a8c45ed0355629.pth
1,1800,0.0007515347229001088,1.5457097240717775e-05,0.11385744187200039,1.7328602616942241,0.10832455282194083,0.05836903570248588,../../models/hcvdata/CTGAN/b38462cedcecec1d3cf75aaef72fc9727d8d1cadbe578ba91b9300f6fe1d193f.pth
5,590,0.003968713462661026,0.0001203776186551927,0.09837033484205508,2.0871902822506816,0.02570303406929331,0.04159566563093748,../../models/hcvdata/CTGAN/55ea1282f24a14c1618541bce3ce56a35017ee9019a298b96a023a9ae02041b6.pth
2,1970,0.0018019949601247732,1.090539843518372e-05,0.10212784531623104,1.3674951947118743,0.023978895375274322,0.027477690077851905,../../models/hcvdata/CTGAN/1a95848d79e7744b64a80c03d6a08b2997d2d97986f80f47d5de07861ae275b6.pth
1,1980,0.004750422882803783,9.376469413486654e-07,0.11377163037900462,1.8818476587072568,0.030444194248140908,0.046018605566183785,../../models/hcvdata/CTGAN/da80c892796ca46a84a728cb85b7424c2d9e5874d72be62a4e73317db50a7dc3.pth
1,1140,2.839295005710496e-05,9.476962007259227e-06,0.09788327535618527,2.259823141863319,0.045292866208926946,0.03474219994935865,../../models/hcvdata/CTGAN/b464f7df3f83db4f12feac2a53fdb16c8cee6408786be78d5f015e7e09888d37.pth
1,1650,0.00019806159044981786,8.310738578222198e-07,0.12954819507157178,1.4403086530778753,0.0798023652587625,0.03922500288869834,../../models/hcvdata/CTGAN/5c22b786fa7f0839e8ffa3156f1c1f6e9d71a7558a15875ecd06dabe6f99344c.pth
1,1720,0.006211791947717266,6.707716169780411e-05,0.10411158165739269,1.9841325434365846,0.02640896642900746,0.059040383633130716,../../models/hcvdata/CTGAN/e61f3db93c2921bb02945447acec6574830beda23587c413373d31b466d25e71.pth
2,1940,0.0007424643751555483,4.1486242186470554e-05,0.1148336229664562,1.56268797068041,0.08630794613140436,0.037774799787245635,../../models/hcvdata/CTGAN/8b0c572a1388879420dcf56585b1cf8d4c7341a8eae028d2ce8f916cdf9f9a5a.pth
5,1600,2.2003369218767857e-05,3.900443728821047e-07,0.1145920076694844,2.1397937212581475,0.03206920011638372,0.03201057393625228,../../models/hcvdata/CTGAN/096d970f9bcfdf051ac981561b39b4584d9a0205a4c2a481b63469305b53101f.pth
5,890,1.4781496065824506e-05,1.3339249966653e-06,0.10425970175970928,2.1716462670851033,0.03220316598115564,0.027060107111642275,../../models/hcvdata/CTGAN/e900d8e447984370a132d8272ec42207e9199a9e6973f15381110038b69835f2.pth
1,1650,0.0007877113086264243,4.134653232070555e-06,0.11911850367434255,1.534582815199908,0.08768887090259277,0.03831019710300872,../../models/hcvdata/CTGAN/e63d580ff28888b9aeee09eb8772af923320c715c71d40d8c13cea377eb41d54.pth
2,390,0.0018019949601247732,2.3419599700518292e-07,0.10832742793477013,2.1763557754377865,0.03557215920252589,0.10136664216516152,../../models/hcvdata/CTGAN/424140ee9fdfd07236a78b2d59e0f4cf30cf8135f19bc4326e46676cec6517d6.pth
2,1800,0.0003405480606644839,1.2001584632410086e-06,0.11791482783640439,1.31362633574092,0.0947635344521223,0.037437128106696846,../../models/hcvdata/CTGAN/de7b675f7c50cd38f1a68298124572e2bb588d2f72bb52882a4e7d538e340cd9.pth
1,1350,4.28844383803202e-05,4.077805507944042e-07,0.10340513520369413,2.2326906784117506,0.061504061686543446,0.03999298222771095,../../models/hcvdata/CTGAN/870ee8e83588fc5d80cf92a9b19e30e44e29472c55f7274e4daf0415fd826e32.pth
4,460,0.003168962164030172,1.2001584632410086e-06,0.10617872787448847,1.7953581486815011,0.03258497543107679,0.03648333949446145,../../models/hcvdata/CTGAN/7743b702f7f9896ddbcf7f635c19d2f979f2130af60416f98afd65f3f3c37f7e.pth
4,1310,0.00019806159044981786,1.1108079269933879e-07,0.11209496915049845,1.724582786602434,0.050898258031827855,0.03308797509020934,../../models/hcvdata/CTGAN/6da3946ce6da5ba5ece80a33ecc8ef657b7cb02540fc03e98257ed270a60a82d.pth
2,980,0.000826999749342929,2.292594775662668e-07,0.10632680324133245,1.4203068834577328,0.06875844616081796,0.024968226718625152,../../models/hcvdata/CTGAN/66fee29fc390707d9a606573f52bb20f8d357cca8f1f61c10306930222cfe7a7.pth
4,1970,0.007837650943215984,2.3419599700518292e-07,0.10010416706882386,2.037152827511608,0.02167626506882696,0.08150887786474968,../../models/hcvdata/CTGAN/39dcfeb29fb3a02b34e1d3eb96e8c89f4ad8203444eefcf787a1081f32e0ca81.pth
1,780,0.0005002801961208141,0.00028648654759717666,0.12825010015578434,1.8697452577556455,0.13005877131320906,0.04992069786972358,../../models/hcvdata/CTGAN/b12f56bd8224dde71d4983b291314281e800447067b63374579b9a986cbe2970.pth
4,590,0.004750422882803783,1.2643243204954516e-05,0.11110585381761443,1.9244737555334115,0.02552290501702468,0.04168597560586187,../../models/hcvdata/CTGAN/9978f421e11f27ddfcaaae4a1b9dd935dd44e4189af1ea27aaff65d801711310.pth
1,1140,0.004890591125750012,9.476962007259227e-06,0.10174985581222054,2.1827591883643516,0.027848295576914654,0.04537550208402063,../../models/hcvdata/CTGAN/47b06a1a2b1ed4032b89f47a65424005507584f6db7ed2fd9221a67cce812960.pth
4,1950,0.000826999749342929,0.00014036587824401559,0.09623213465809892,1.5476563950686824,0.04969641216761985,0.025666646283434867,../../models/hcvdata/CTGAN/1cd2505b076c50d4d64cf63fb5d3107529e6634bc6a3cc5f43f5eeed70326d70.pth
1,1800,0.00118658025744037,1.558791902391411e-05,0.12542139994290102,1.9616404254932285,0.051449310768821865,0.028782437834827198,../../models/hcvdata/CTGAN/f0e48e511adcfafea589531040aacc021a6e5278adcbdb6abf3776b0976f48b2.pth
5,1420,3.3505213894165074e-05,0.00036103718882199887,0.10875366689295403,2.1294480643748463,0.03324694926193144,0.029267319916198933,../../models/hcvdata/CTGAN/5bfc7f370bd565e477dbd298c7ae6ebddce4480591dd45597f477f6bd7e263b9.pth
